Bundle Name m X Y_low Y Y_high R Rxtheta
14.0000000000 DTP-HepB-Hib 2.0000000000 0.0000000000 0.0000000000 0.5078141857 0.0000000000 0.6738517170 0.8086220604
14.0000000000 DTP-HepB-Hib 3.0000000000 42897683.5314783528 0.9306881274 1.6816399022 1.6816399022 1.4013665852 1.6816399022
15.0000000000 DTP-HepB-Hib 1.0000000000 36368328.4588637576 0.2453306953 0.2453306953 0.2453306953 0.3285015721 0.3942018865
15.0000000000 DTP-HepB-Hib 2.0000000000 0.0000000000 0.0000000000 0.4701983201 0.0000000000 0.6239367750 0.7487241300
15.0000000000 DTP-HepB-Hib 3.0000000000 15049219.9490831718 0.9515372714 1.4410040506 1.4410040506 1.2975616529 1.5570739835
16.0000000000 DTP-HepB-Hib 1.0000000000 0.0000000000 0.0000000000 0.1597117303 0.0000000000 0.3504016769 0.4204820122
16.0000000000 DTP-HepB-Hib 2.0000000000 7463164.2918534279 0.5015448748 0.7739781853 0.7739781853 0.6655325600 0.7986390720
16.0000000000 DTP-HepB-Hib 3.0000000000 43954384.1160935014 0.9191981505 0.9525210631 0.9525210631 1.3840657631 1.6608789158
17.0000000000 HPV 1.0000000000 26495150.0782006681 0.9183424493 0.9474267720 0.9474267720 2.0148096420 2.4177715704
17.0000000000 HPV 2.0000000000 30604843.0150032043 2.8838830299 2.9678382404 2.9678382404 3.8268122200 4.5921746640
17.0000000000 HPV 3.0000000000 29302922.7440623417 5.2853893655 5.4769961128 5.4769961128 7.9583781380 9.5500537656
18.0000000000 HPV 1.0000000000 247086.8669013754 0.8983784830 2.3593124111 2.3593124111 1.9710094324 2.3652113189
18.0000000000 HPV 2.0000000000 3889128.9915274084 2.8211899205 4.3012986527 4.3012986527 3.7436206500 4.4923447800
18.0000000000 HPV 3.0000000000 15777132.2064444572 5.1704895966 6.8226372461 6.8226372461 7.7853699176 9.3424439011
19.0000000000 HepB 1.0000000000 0.0000000000 0.0000000000 0.0978234348 0.0000000000 0.2146210271 0.2575452325
19.0000000000 HepB 2.0000000000 7463164.2918534279 0.3071962358 0.4740616385 0.4740616385 0.4076386930 0.4891664316
19.0000000000 HepB 3.0000000000 43954384.1160935014 0.5630088672 0.5834191511 0.5834191511 0.8477402799 1.0172883359
20.0000000000 HepB 1.0000000000 0.0000000000 0.0000000000 0.1197837977 0.0000000000 0.2628012577 0.3153615092
20.0000000000 HepB 2.0000000000 0.0000000000 0.0000000000 0.3761586561 0.0000000000 0.4991494200 0.5989793040
20.0000000000 HepB 3.0000000000 42897683.5314783528 0.6893986129 1.2456591868 1.2456591868 1.0380493223 1.2456591868
21.0000000000 HepB 1.0000000000 0.0000000000 0.0000000000 0.0479135191 0.0000000000 0.1051205031 0.1261446037
21.0000000000 HepB 2.0000000000 7463164.2918534279 0.1504634624 0.2321934556 0.2321934556 0.1996597680 0.2395917216
21.0000000000 HepB 3.0000000000 43954384.1160935014 0.2757594452 0.2857563189 0.2857563189 0.4152197289 0.4982636747
22.0000000000 HepB 1.0000000000 0.0000000000 0.0000000000 0.0499099157 0.0000000000 0.1095005240 0.1314006288
22.0000000000 HepB 2.0000000000 0.0000000000 0.0000000000 0.1567327734 0.0000000000 0.2079789250 0.2495747100
22.0000000000 HepB 3.0000000000 42897683.5314783528 0.2872494220 0.5190246612 0.5190246612 0.4325205510 0.5190246612
